Id,Id2,census.tract,median_age,married,high_school_and_higher,mean_income,Unemployment_rate,median_rent
1400000US36081047000,36081047000,"Census Tract 470, Queens County, New York",39.80,51.50,75.10,60784.00,12.20,1395.00
1400000US36081047100,36081047100,"Census Tract 471, Queens County, New York",38.30,51.40,71.20,57299.00,5.00,1358.00
1400000US36081047200,36081047200,"Census Tract 472, Queens County, New York",50.90,45.60,86.50,98855.00,9.10,1288.00
1400000US36081047300,36081047300,"Census Tract 473, Queens County, New York",43.60,41.50,79.70,79440.00,7.00,1563.00
1400000US36081047500,36081047500,"Census Tract 475, Queens County, New York",36.80,53.30,81.50,69560.00,8.50,1384.00
1400000US36081047600,36081047600,"Census Tract 476, Queens County, New York",46.00,68.30,91.10,118331.00,4.40,1421.00
1400000US36081047800,36081047800,"Census Tract 478, Queens County, New York",41.30,49.60,84.00,83587.00,4.20,1133.00
1400000US36081047900,36081047900,"Census Tract 479, Queens County, New York",40.00,55.60,81.00,72368.00,5.30,1422.00
1400000US36081048000,36081048000,"Census Tract 480, Queens County, New York",38.10,47.00,69.30,96261.00,17.40,1201.00
1400000US36081048100,36081048100,"Census Tract 481, Queens County, New York",40.50,37.80,74.10,57249.00,10.20,1327.00
1400000US36081048200,36081048200,"Census Tract 482, Queens County, New York",44.80,44.90,80.50,89575.00,12.40,1176.00
1400000US36081048300,36081048300,"Census Tract 483, Queens County, New York",32.80,47.80,75.10,66784.00,6.20,1548.00
1400000US36081048400,36081048400,"Census Tract 484, Queens County, New York",40.20,42.70,82.50,71539.00,12.60,1141.00
1400000US36081048500,36081048500,"Census Tract 485, Queens County, New York",38.70,53.20,82.30,73308.00,6.30,1591.00
1400000US36081048900,36081048900,"Census Tract 489, Queens County, New York",31.80,61.00,74.20,75769.00,3.30,1416.00
1400000US36081049200,36081049200,"Census Tract 492, Queens County, New York",44.70,41.70,84.70,62166.00,9.20,1165.00
1400000US36081049301,36081049301,"Census Tract 493.01, Queens County, New York",39.20,66.50,82.20,70934.00,4.80,1270.00
1400000US36081049302,36081049302,"Census Tract 493.02, Queens County, New York",41.00,46.50,82.20,67012.00,13.60,1390.00
1400000US36081049500,36081049500,"Census Tract 495, Queens County, New York",41.80,54.40,88.80,72623.00,11.70,1433.00
1400000US36081049600,36081049600,"Census Tract 496, Queens County, New York",43.50,48.00,79.50,75948.00,14.30,1334.00
1400000US36081049700,36081049700,"Census Tract 497, Queens County, New York",36.70,44.60,78.50,63960.00,4.90,1523.00
1400000US36081049900,36081049900,"Census Tract 499, Queens County, New York",41.20,53.60,72.40,72257.00,6.80,1481.00
1400000US36081050000,36081050000,"Census Tract 500, Queens County, New York",35.10,28.30,77.30,51873.00,17.70,1221.00
1400000US36081050201,36081050201,"Census Tract 502.01, Queens County, New York",40.10,36.20,78.90,93854.00,10.00,1582.00
1400000US36081050202,36081050202,"Census Tract 502.02, Queens County, New York",42.30,38.40,91.90,117245.00,24.90,1304.00
1400000US36081050400,36081050400,"Census Tract 504, Queens County, New York",42.00,37.60,88.40,78686.00,10.50,1090.00
1400000US36081050500,36081050500,"Census Tract 505, Queens County, New York",41.00,43.50,80.10,85189.00,10.00,1410.00
1400000US36081050600,36081050600,"Census Tract 506, Queens County, New York",41.80,41.70,86.50,94138.00,16.00,1837.00
1400000US36081050700,36081050700,"Census Tract 507, Queens County, New York",39.50,54.70,87.80,90881.00,7.90,1525.00
1400000US36081050800,36081050800,"Census Tract 508, Queens County, New York",38.40,30.30,82.40,71330.00,21.10,1297.00
1400000US36081051000,36081051000,"Census Tract 510, Queens County, New York",41.80,38.60,87.30,90149.00,11.50,1028.00
1400000US36081051100,36081051100,"Census Tract 511, Queens County, New York",40.70,47.80,89.00,85553.00,8.40,1360.00
1400000US36081051200,36081051200,"Census Tract 512, Queens County, New York",41.80,40.10,84.20,88936.00,13.30,1381.00
1400000US36081051300,36081051300,"Census Tract 513, Queens County, New York",40.10,55.70,81.20,65988.00,5.30,1401.00
1400000US36081051500,36081051500,"Census Tract 515, Queens County, New York",48.30,55.50,91.80,72569.00,5.00,1378.00
1400000US36081051600,36081051600,"Census Tract 516, Queens County, New York",41.80,34.90,84.80,73115.00,18.50,1339.00
1400000US36081051700,36081051700,"Census Tract 517, Queens County, New York",38.90,36.50,87.70,71270.00,8.60,1431.00
1400000US36081051800,36081051800,"Census Tract 518, Queens County, New York",30.10,35.90,85.10,97891.00,15.00,1833.00
1400000US36081052000,36081052000,"Census Tract 520, Queens County, New York",37.70,46.80,90.70,107471.00,8.90,1519.00
1400000US36081052100,36081052100,"Census Tract 521, Queens County, New York",40.80,56.60,84.50,66382.00,4.80,1272.00
1400000US36081052200,36081052200,"Census Tract 522, Queens County, New York",37.30,37.50,89.40,91362.00,19.00,1265.00
1400000US36081052400,36081052400,"Census Tract 524, Queens County, New York",45.60,31.00,85.70,77121.00,13.00,1125.00
1400000US36081052500,36081052500,"Census Tract 525, Queens County, New York",34.90,50.50,87.40,92540.00,7.40,1502.00
1400000US36081052600,36081052600,"Census Tract 526, Queens County, New York",36.20,23.60,80.10,76179.00,15.20,1476.00
1400000US36081052800,36081052800,"Census Tract 528, Queens County, New York",44.90,29.40,83.80,78417.00,14.70,1523.00
1400000US36081053000,36081053000,"Census Tract 530, Queens County, New York",40.80,30.50,87.60,62854.00,15.40,1178.00
1400000US36081053100,36081053100,"Census Tract 531, Queens County, New York",40.90,40.30,86.40,56397.00,14.40,1310.00
1400000US36081053200,36081053200,"Census Tract 532, Queens County, New York",33.80,36.50,89.50,90117.00,18.70,1404.00
1400000US36081053401,36081053401,"Census Tract 534.01, Queens County, New York",46.40,40.90,93.10,92246.00,5.30,1090.00
1400000US36081053500,36081053500,"Census Tract 535, Queens County, New York",33.20,41.60,62.70,56013.00,6.50,1364.00
1400000US36081053601,36081053601,"Census Tract 536.01, Queens County, New York",39.80,32.60,86.30,91646.00,24.20,1157.00
1400000US36081053800,36081053800,"Census Tract 538, Queens County, New York",36.60,33.50,84.20,76835.00,16.60,1161.00
1400000US36081053900,36081053900,"Census Tract 539, Queens County, New York",34.50,39.60,83.20,65539.00,8.30,1365.00
1400000US36081054000,36081054000,"Census Tract 540, Queens County, New York",37.80,37.90,80.10,71287.00,17.30,1230.00
1400000US36081054200,36081054200,"Census Tract 542, Queens County, New York",37.70,53.00,83.30,81328.00,8.90,1417.00
1400000US36081054500,36081054500,"Census Tract 545, Queens County, New York",31.90,40.60,71.70,58652.00,4.90,1240.00
1400000US36081054700,36081054700,"Census Tract 547, Queens County, New York",30.50,35.50,62.00,66384.00,5.50,1343.00
1400000US36081054800,36081054800,"Census Tract 548, Queens County, New York",38.20,56.50,85.20,119345.00,6.90,1329.00
1400000US36081054900,36081054900,"Census Tract 549, Queens County, New York",29.80,41.60,68.90,52530.00,9.10,1316.00
1400000US36081055100,36081055100,"Census Tract 551, Queens County, New York",32.80,36.60,67.20,62286.00,8.50,1204.00
1400000US36081055200,36081055200,"Census Tract 552, Queens County, New York",40.30,50.40,85.10,75525.00,7.90,1403.00
1400000US36081055300,36081055300,"Census Tract 553, Queens County, New York",29.20,35.60,67.00,62246.00,6.80,1245.00
1400000US36081055400,36081055400,"Census Tract 554, Queens County, New York",44.00,53.80,80.30,71887.00,4.50,1544.00
1400000US36081055500,36081055500,"Census Tract 555, Queens County, New York",32.70,42.00,73.30,58716.00,9.60,1263.00
1400000US36081055600,36081055600,"Census Tract 556, Queens County, New York",43.70,57.60,74.80,94053.00,11.70,1477.00
1400000US36081055700,36081055700,"Census Tract 557, Queens County, New York",33.90,35.70,73.80,56088.00,15.20,1317.00
1400000US36081055800,36081055800,"Census Tract 558, Queens County, New York",47.80,55.10,84.60,88750.00,9.90,1525.00
1400000US36081055900,36081055900,"Census Tract 559, Queens County, New York",29.20,37.00,78.40,59145.00,13.70,1192.00
1400000US36081056000,36081056000,"Census Tract 560, Queens County, New York",41.50,48.50,81.50,76068.00,2.80,1375.00
1400000US36081056100,36081056100,"Census Tract 561, Queens County, New York",34.20,57.40,71.90,112836.00,0.00,1750.00
1400000US36081056200,36081056200,"Census Tract 562, Queens County, New York",36.10,47.00,83.00,78887.00,2.90,1653.00
1400000US36081056400,36081056400,"Census Tract 564, Queens County, New York",39.70,48.60,86.40,62913.00,10.70,1498.00
1400000US36081056500,36081056500,"Census Tract 565, Queens County, New York",30.60,41.40,71.50,58871.00,13.70,1380.00
1400000US36081056600,36081056600,"Census Tract 566, Queens County, New York",37.00,52.00,66.70,83843.00,12.40,1676.00
1400000US36081056700,36081056700,"Census Tract 567, Queens County, New York",36.80,43.60,78.60,78561.00,7.30,1472.00
1400000US36081056800,36081056800,"Census Tract 568, Queens County, New York",38.60,37.10,83.60,82481.00,11.00,1271.00
1400000US36081057700,36081057700,"Census Tract 577, Queens County, New York",34.20,44.60,84.30,66383.00,5.50,1180.00
1400000US36081057900,36081057900,"Census Tract 579, Queens County, New York",36.70,37.20,81.40,56080.00,2.40,1342.00
1400000US36081058000,36081058000,"Census Tract 580, Queens County, New York",41.00,42.50,86.70,90810.00,16.00,1592.00
1400000US36081058100,36081058100,"Census Tract 581, Queens County, New York",37.10,46.90,78.10,67369.00,1.30,1297.00
1400000US36081058200,36081058200,"Census Tract 582, Queens County, New York",37.80,33.90,85.10,85775.00,21.30,1306.00
1400000US36081058300,36081058300,"Census Tract 583, Queens County, New York",36.10,39.60,88.30,68833.00,4.50,1314.00
1400000US36081058500,36081058500,"Census Tract 585, Queens County, New York",35.70,54.80,79.60,62380.00,8.60,1375.00
1400000US36081058700,36081058700,"Census Tract 587, Queens County, New York",38.20,44.90,81.10,55183.00,6.60,1139.00
1400000US36081058900,36081058900,"Census Tract 589, Queens County, New York",31.30,43.10,87.20,51978.00,6.10,1266.00
1400000US36081059000,36081059000,"Census Tract 590, Queens County, New York",43.70,40.90,83.80,88155.00,9.30,1389.00
1400000US36081059100,36081059100,"Census Tract 591, Queens County, New York",36.30,49.20,72.50,71313.00,6.00,1164.00
1400000US36081059200,36081059200,"Census Tract 592, Queens County, New York",45.10,37.40,84.10,78967.00,11.90,700.00
1400000US36081059300,36081059300,"Census Tract 593, Queens County, New York",37.60,51.30,87.20,66900.00,9.00,1260.00
1400000US36081059400,36081059400,"Census Tract 594, Queens County, New York",44.30,36.60,91.50,113109.00,10.20,1583.00
1400000US36081059500,36081059500,"Census Tract 595, Queens County, New York",35.60,47.40,82.80,66479.00,13.30,1286.00
1400000US36081059600,36081059600,"Census Tract 596, Queens County, New York",41.60,51.20,86.30,100428.00,14.00,879.00
1400000US36081059800,36081059800,"Census Tract 598, Queens County, New York",40.00,46.70,85.50,82585.00,3.00,1364.00
1400000US36081059900,36081059900,"Census Tract 599, Queens County, New York",43.40,37.70,85.30,73869.00,15.90,1470.00
1400000US36081060000,36081060000,"Census Tract 600, Queens County, New York",47.20,36.30,92.70,90250.00,5.40,1375.00
1400000US36081060100,36081060100,"Census Tract 601, Queens County, New York",42.10,46.90,84.50,72091.00,15.00,1350.00
1400000US36081060300,36081060300,"Census Tract 603, Queens County, New York",43.60,52.20,91.60,79414.00,7.30,1602.00
1400000US36081060600,36081060600,"Census Tract 606, Queens County, New York",49.30,45.60,91.00,101509.00,0.40,1750.00
1400000US36081060800,36081060800,"Census Tract 608, Queens County, New York",40.40,35.30,91.80,88706.00,6.30,1011.00
1400000US36081061000,36081061000,"Census Tract 610, Queens County, New York",38.50,33.60,92.30,93959.00,7.60,1860.00
1400000US36081061200,36081061200,"Census Tract 612, Queens County, New York",50.90,64.10,92.00,113684.00,3.60,2800.00
1400000US36081061301,36081061301,"Census Tract 613.01, Queens County, New York",36.80,48.10,83.20,66475.00,9.70,1315.00
1400000US36081061400,36081061400,"Census Tract 614, Queens County, New York",42.90,42.20,92.10,97688.00,4.00,1784.00
1400000US36081061601,36081061601,"Census Tract 616.01, Queens County, New York",41.30,48.50,89.90,110902.00,6.00,1515.00
1400000US36081061602,36081061602,"Census Tract 616.02, Queens County, New York",42.00,37.50,88.00,89587.00,2.60,2800.00
1400000US36081061800,36081061800,"Census Tract 618, Queens County, New York",40.30,38.00,90.40,76465.00,5.70,1151.00
1400000US36081061900,36081061900,"Census Tract 619, Queens County, New York",35.10,43.50,81.50,90464.00,9.90,1220.00
1400000US36081062100,36081062100,"Census Tract 621, Queens County, New York",41.30,39.40,80.30,68432.00,9.00,1314.00
1400000US36081062200,36081062200,"Census Tract 622, Queens County, New York",51.10,37.30,91.20,80435.00,6.50,1375.00
1400000US36081062300,36081062300,"Census Tract 623, Queens County, New York",41.50,53.40,87.00,64831.00,5.80,1275.00
1400000US36081062500,36081062500,"Census Tract 625, Queens County, New York",39.10,44.30,86.00,85442.00,7.60,1215.00
1400000US36081062600,36081062600,"Census Tract 626, Queens County, New York",39.30,40.20,80.90,97953.00,6.20,1234.00
1400000US36081062700,36081062700,"Census Tract 627, Queens County, New York",37.30,43.30,81.40,68699.00,8.70,1429.00
1400000US36081062900,36081062900,"Census Tract 629, Queens County, New York",31.30,43.10,84.80,67869.00,4.70,1262.00
1400000US36081063000,36081063000,"Census Tract 630, Queens County, New York",46.80,43.40,88.00,103558.00,8.40,2800.00
1400000US36081063200,36081063200,"Census Tract 632, Queens County, New York",43.40,36.40,85.00,97834.00,7.30,1231.00
1400000US36081063301,36081063301,"Census Tract 633.01, Queens County, New York",45.50,51.10,78.30,77988.00,13.10,1355.00
1400000US36081063302,36081063302,"Census Tract 633.02, Queens County, New York",41.80,46.90,84.20,93623.00,6.80,1579.00
1400000US36081063500,36081063500,"Census Tract 635, Queens County, New York",40.70,61.70,86.10,78320.00,10.70,1408.00
1400000US36081063700,36081063700,"Census Tract 637, Queens County, New York",43.80,53.10,91.70,93567.00,10.10,1582.00
1400000US36081063800,36081063800,"Census Tract 638, Queens County, New York",37.00,40.90,85.20,96490.00,2.80,1337.00
1400000US36081063900,36081063900,"Census Tract 639, Queens County, New York",42.40,49.80,83.40,76742.00,11.20,1227.00
1400000US36081064101,36081064101,"Census Tract 641.01, Queens County, New York",49.10,57.50,87.60,70794.00,7.70,1523.00
1400000US36081064102,36081064102,"Census Tract 641.02, Queens County, New York",61.10,45.50,59.30,42471.00,25.00,910.00
1400000US36081064500,36081064500,"Census Tract 645, Queens County, New York",44.30,56.10,84.50,99483.00,4.80,1559.00
1400000US36081064600,36081064600,"Census Tract 646, Queens County, New York",42.30,41.10,90.80,107952.00,9.30,1457.00
1400000US36081065000,36081065000,"Census Tract 650, Queens County, New York",39.00,38.00,91.70,86143.00,11.00,1290.00
1400000US36081065400,36081065400,"Census Tract 654, Queens County, New York",36.40,40.90,91.20,89677.00,4.50,1403.00
1400000US36081065600,36081065600,"Census Tract 656, Queens County, New York",33.30,35.30,86.10,83205.00,8.90,1814.00
1400000US36081065702,36081065702,"Census Tract 657.02, Queens County, New York",45.80,53.70,80.70,73866.00,6.10,1337.00
1400000US36081065703,36081065703,"Census Tract 657.03, Queens County, New York",41.40,50.50,88.90,79272.00,11.90,1292.00
1400000US36081065900,36081065900,"Census Tract 659, Queens County, New York",41.10,52.70,89.30,94078.00,1.50,1391.00
1400000US36081066000,36081066000,"Census Tract 660, Queens County, New York",32.60,39.30,88.20,99030.00,7.90,1624.00
1400000US36081066100,36081066100,"Census Tract 661, Queens County, New York",49.20,52.90,81.80,87135.00,6.20,1417.00
1400000US36081066300,36081066300,"Census Tract 663, Queens County, New York",45.50,51.00,83.90,89169.00,11.00,1451.00
1400000US36081066400,36081066400,"Census Tract 664, Queens County, New York",33.80,35.60,89.40,95999.00,7.70,1596.00
1400000US36081066501,36081066501,"Census Tract 665.01, Queens County, New York",46.10,60.50,80.00,88274.00,6.80,1618.00
1400000US36081066701,36081066701,"Census Tract 667.01, Queens County, New York",37.20,58.30,84.50,79687.00,5.90,1415.00
1400000US36081066900,36081066900,"Census Tract 669, Queens County, New York",45.00,54.60,91.70,83313.00,6.60,1379.00
1400000US36081067100,36081067100,"Census Tract 671, Queens County, New York",47.90,58.50,88.40,83985.00,9.90,1922.00
1400000US36081067700,36081067700,"Census Tract 677, Queens County, New York",46.10,53.70,94.20,113938.00,8.20,1359.00
1400000US36081067900,36081067900,"Census Tract 679, Queens County, New York",55.00,43.70,82.30,61967.00,5.70,1184.00
1400000US36081068000,36081068000,"Census Tract 680, Queens County, New York",40.20,43.50,89.10,95301.00,7.00,1656.00
1400000US36081068200,36081068200,"Census Tract 682, Queens County, New York",38.20,31.10,89.40,85115.00,4.30,1673.00
1400000US36081068300,36081068300,"Census Tract 683, Queens County, New York",40.80,46.60,81.50,69345.00,6.80,1487.00
1400000US36081068700,36081068700,"Census Tract 687, Queens County, New York",41.60,57.20,87.00,71487.00,2.20,1363.00
1400000US36081069000,36081069000,"Census Tract 690, Queens County, New York",35.20,35.40,76.60,84069.00,11.40,1550.00
1400000US36081069300,36081069300,"Census Tract 693, Queens County, New York",43.70,50.90,89.50,68649.00,7.80,1436.00
1400000US36081069400,36081069400,"Census Tract 694, Queens County, New York",33.10,31.30,86.60,85023.00,8.10,1636.00
1400000US36081069500,36081069500,"Census Tract 695, Queens County, New York",43.90,48.20,86.00,79805.00,9.40,1436.00
1400000US36081069701,36081069701,"Census Tract 697.01, Queens County, New York",35.00,41.40,92.40,62034.00,13.70,1389.00
1400000US36081069702,36081069702,"Census Tract 697.02, Queens County, New York",46.90,54.70,89.30,75459.00,7.70,1429.00
1400000US36081070300,36081070300,"Census Tract 703, Queens County, New York",42.10,57.70,88.50,100859.00,8.20,1338.00
1400000US36081070700,36081070700,"Census Tract 707, Queens County, New York",46.00,62.90,93.70,109064.00,11.10,1148.00
1400000US36081070900,36081070900,"Census Tract 709, Queens County, New York",43.70,53.30,89.20,113600.00,3.90,1750.00
1400000US36081071100,36081071100,"Census Tract 711, Queens County, New York",41.50,45.10,93.20,77607.00,7.40,1458.00
1400000US36081071303,36081071303,"Census Tract 713.03, Queens County, New York",40.10,54.20,92.90,88321.00,5.10,1621.00
1400000US36081071304,36081071304,"Census Tract 713.04, Queens County, New York",44.60,46.00,92.20,68367.00,11.60,1305.00
1400000US36081071305,36081071305,"Census Tract 713.05, Queens County, New York",39.20,52.00,96.20,89970.00,5.30,1819.00
1400000US36081071306,36081071306,"Census Tract 713.06, Queens County, New York",35.80,50.20,90.80,77866.00,7.40,1431.00
1400000US36081071701,36081071701,"Census Tract 717.01, Queens County, New York",47.40,46.10,89.50,64669.00,8.00,1357.00
1400000US36081071702,36081071702,"Census Tract 717.02, Queens County, New York",50.90,42.60,95.00,55746.00,6.00,1171.00
1400000US36081071900,36081071900,"Census Tract 719, Queens County, New York",40.90,50.20,83.70,69074.00,4.50,1368.00
1400000US36081072100,36081072100,"Census Tract 721, Queens County, New York",46.50,50.70,94.10,66954.00,9.20,1114.00
1400000US36081072300,36081072300,"Census Tract 723, Queens County, New York",49.40,64.60,97.20,156466.00,6.80,1838.00
1400000US36081072900,36081072900,"Census Tract 729, Queens County, New York",49.00,62.70,93.10,92405.00,6.40,1447.00
1400000US36081073100,36081073100,"Census Tract 731, Queens County, New York",43.00,60.10,95.30,120290.00,6.80,1669.00
1400000US36081073700,36081073700,"Census Tract 737, Queens County, New York",40.60,47.20,96.30,108205.00,1.90,1647.00
1400000US36081073900,36081073900,"Census Tract 739, Queens County, New York",43.40,40.20,93.90,98720.00,4.90,1749.00
1400000US36081074100,36081074100,"Census Tract 741, Queens County, New York",45.20,51.40,97.20,82861.00,7.40,1310.00
1400000US36081074300,36081074300,"Census Tract 743, Queens County, New York",41.40,50.80,86.30,77254.00,8.00,1207.00
1400000US36081074500,36081074500,"Census Tract 745, Queens County, New York",39.30,52.40,88.80,56081.00,7.30,1082.00
1400000US36081074700,36081074700,"Census Tract 747, Queens County, New York",43.70,49.60,82.60,77142.00,9.80,1355.00
1400000US36081074900,36081074900,"Census Tract 749, Queens County, New York",44.20,62.10,95.90,204067.00,3.70,1375.00
1400000US36081075701,36081075701,"Census Tract 757.01, Queens County, New York",39.80,47.70,99.10,92698.00,6.40,1766.00
1400000US36081075702,36081075702,"Census Tract 757.02, Queens County, New York",45.80,45.80,95.40,101324.00,2.80,1461.00
1400000US36081076901,36081076901,"Census Tract 769.01, Queens County, New York",40.10,47.40,95.70,111131.00,8.10,1684.00
1400000US36081076902,36081076902,"Census Tract 769.02, Queens County, New York",37.00,59.10,92.10,107973.00,3.00,1658.00
1400000US36081077300,36081077300,"Census Tract 773, Queens County, New York",38.30,49.20,94.40,83231.00,5.20,1198.00
1400000US36081077500,36081077500,"Census Tract 775, Queens County, New York",44.70,48.90,95.00,90539.00,2.70,1327.00
1400000US36081077902,36081077902,"Census Tract 779.02, Queens County, New York",33.70,62.80,92.00,103920.00,6.30,1467.00
1400000US36081077903,36081077903,"Census Tract 779.03, Queens County, New York",39.50,56.90,87.80,81805.00,7.80,1244.00
1400000US36081077904,36081077904,"Census Tract 779.04, Queens County, New York",33.60,51.40,87.00,73427.00,6.00,1580.00
1400000US36081077905,36081077905,"Census Tract 779.05, Queens County, New York",42.40,40.20,91.00,82561.00,5.80,1389.00
1400000US36081077906,36081077906,"Census Tract 779.06, Queens County, New York",35.80,45.40,85.70,63382.00,4.10,1261.00
1400000US36081077907,36081077907,"Census Tract 779.07, Queens County, New York",28.10,53.90,87.80,64016.00,2.40,1302.00
1400000US36081077908,36081077908,"Census Tract 779.08, Queens County, New York",31.00,43.20,80.00,56132.00,18.20,1393.00
1400000US36081078800,36081078800,"Census Tract 788, Queens County, New York",38.00,37.50,88.40,68449.00,7.40,1787.00
1400000US36081079000,36081079000,"Census Tract 790, Queens County, New York",35.30,37.40,70.90,65461.00,12.00,1239.00
1400000US36081079200,36081079200,"Census Tract 792, Queens County, New York",32.20,40.90,84.50,74855.00,16.40,1478.00
1400000US36081079701,36081079701,"Census Tract 797.01, Queens County, New York",43.10,54.90,83.20,63808.00,3.80,1322.00
1400000US36081079702,36081079702,"Census Tract 797.02, Queens County, New York",43.70,58.90,73.90,49970.00,11.00,1286.00
1400000US36081079900,36081079900,"Census Tract 799, Queens County, New York",37.20,54.80,66.10,55486.00,9.70,1381.00
1400000US36081080301,36081080301,"Census Tract 803.01, Queens County, New York",34.50,54.20,66.10,66295.00,7.70,1340.00
1400000US36081080302,36081080302,"Census Tract 803.02, Queens County, New York",33.10,58.20,87.50,72556.00,5.40,1645.00
1400000US36081080900,36081080900,"Census Tract 809, Queens County, New York",41.50,55.30,90.20,93280.00,8.90,923.00
1400000US36081081400,36081081400,"Census Tract 814, Queens County, New York",33.90,37.20,77.90,71610.00,8.50,1527.00
1400000US36081081800,36081081800,"Census Tract 818, Queens County, New York",33.70,43.70,70.60,64932.00,16.40,1535.00
1400000US36081083700,36081083700,"Census Tract 837, Queens County, New York",41.40,55.60,70.90,65426.00,10.80,1200.00
1400000US36081083800,36081083800,"Census Tract 838, Queens County, New York",36.20,48.90,85.60,79378.00,8.90,1604.00
1400000US36081084000,36081084000,"Census Tract 840, Queens County, New York",39.80,52.30,74.60,74818.00,13.70,1431.00
1400000US36081084500,36081084500,"Census Tract 845, Queens County, New York",47.50,45.60,71.00,36836.00,8.40,954.00
1400000US36081084601,36081084601,"Census Tract 846.01, Queens County, New York",42.00,51.80,79.00,119331.00,17.60,1376.00
1400000US36081084602,36081084602,"Census Tract 846.02, Queens County, New York",35.40,35.20,74.20,65877.00,25.70,1444.00
1400000US36081084900,36081084900,"Census Tract 849, Queens County, New York",38.00,57.80,61.70,51339.00,8.60,1307.00
1400000US36081085300,36081085300,"Census Tract 853, Queens County, New York",45.40,52.70,73.60,53666.00,6.00,1364.00
1400000US36081085500,36081085500,"Census Tract 855, Queens County, New York",43.40,52.30,76.10,63767.00,7.20,1311.00
1400000US36081085700,36081085700,"Census Tract 857, Queens County, New York",42.70,48.00,71.00,51318.00,10.60,1328.00
1400000US36081085900,36081085900,"Census Tract 859, Queens County, New York",39.20,49.50,67.40,55250.00,10.60,1318.00
1400000US36081086100,36081086100,"Census Tract 861, Queens County, New York",42.70,54.60,69.40,61818.00,4.30,991.00
1400000US36081086300,36081086300,"Census Tract 863, Queens County, New York",39.00,51.90,73.40,43279.00,7.50,1267.00
1400000US36081086400,36081086400,"Census Tract 864, Queens County, New York",33.80,42.90,76.00,72637.00,9.20,1333.00
1400000US36081086500,36081086500,"Census Tract 865, Queens County, New York",48.70,49.90,81.20,51902.00,10.00,1426.00
1400000US36081086900,36081086900,"Census Tract 869, Queens County, New York",36.20,46.60,75.50,51089.00,2.40,1681.00
1400000US36081087100,36081087100,"Census Tract 871, Queens County, New York",33.50,29.50,71.70,45767.00,17.30,757.00
1400000US36081088400,36081088400,"Census Tract 884, Queens County, New York",42.80,51.60,87.00,87364.00,8.40,1433.00
1400000US36081088901,36081088901,"Census Tract 889.01, Queens County, New York",45.00,50.00,78.10,58868.00,5.50,1033.00
1400000US36081090700,36081090700,"Census Tract 907, Queens County, New York",44.80,51.20,77.40,62143.00,13.20,1302.00
1400000US36081091601,36081091601,"Census Tract 916.01, Queens County, New York",49.30,56.40,95.50,100398.00,4.00,528.00
1400000US36081091900,36081091900,"Census Tract 919, Queens County, New York",42.00,46.60,76.80,77870.00,9.20,1570.00
1400000US36081092200,36081092200,"Census Tract 922, Queens County, New York",47.00,71.70,97.20,158338.00,6.50,2800.00
1400000US36081092500,36081092500,"Census Tract 925, Queens County, New York",32.70,54.60,72.80,61863.00,7.90,1443.00
1400000US36081092800,36081092800,"Census Tract 928, Queens County, New York",47.40,60.50,96.30,164158.00,3.50,1550.00
1400000US36081092900,36081092900,"Census Tract 929, Queens County, New York",34.00,51.50,83.20,69218.00,9.00,1472.00
1400000US36081093401,36081093401,"Census Tract 934.01, Queens County, New York",45.70,49.70,91.20,88981.00,2.30,1414.00
1400000US36081093402,36081093402,"Census Tract 934.02, Queens County, New York",42.20,49.90,90.90,94337.00,10.20,1233.00
1400000US36081093800,36081093800,"Census Tract 938, Queens County, New York",46.60,41.50,78.20,54784.00,14.90,1018.00
1400000US36081093900,36081093900,"Census Tract 939, Queens County, New York",40.00,48.50,83.90,84588.00,10.60,1586.00
1400000US36081094201,36081094201,"Census Tract 942.01, Queens County, New York",31.60,25.90,78.90,60989.00,8.00,1465.00
1400000US36081094202,36081094202,"Census Tract 942.02, Queens County, New York",28.60,28.40,82.70,71976.00,13.10,677.00
1400000US36081094203,36081094203,"Census Tract 942.03, Queens County, New York",46.40,35.10,81.80,54688.00,4.80,852.00
1400000US36081094500,36081094500,"Census Tract 945, Queens County, New York",43.40,56.80,84.30,103988.00,7.80,1979.00
1400000US36081094700,36081094700,"Census Tract 947, Queens County, New York",37.10,50.00,73.70,77119.00,6.50,1446.00
1400000US36081095400,36081095400,"Census Tract 954, Queens County, New York",35.30,36.00,79.80,74272.00,12.70,1026.00
1400000US36081096400,36081096400,"Census Tract 964, Queens County, New York",37.70,36.10,80.90,68626.00,14.50,1396.00
1400000US36081097202,36081097202,"Census Tract 972.02, Queens County, New York",23.80,21.00,71.30,34517.00,17.10,980.00
1400000US36081097203,36081097203,"Census Tract 972.03, Queens County, New York",25.50,17.30,61.60,29963.00,25.50,420.00
1400000US36081097204,36081097204,"Census Tract 972.04, Queens County, New York",46.50,25.90,67.30,52108.00,11.80,785.00
1400000US36081097300,36081097300,"Census Tract 973, Queens County, New York",45.20,61.10,90.50,121546.00,5.40,1732.00
1400000US36081098100,36081098100,"Census Tract 981, Queens County, New York",42.00,54.80,88.50,118375.00,6.70,1698.00
1400000US36081098700,36081098700,"Census Tract 987, Queens County, New York",38.80,53.30,88.20,105725.00,5.40,1558.00
1400000US36081099100,36081099100,"Census Tract 991, Queens County, New York",47.70,51.90,92.20,104181.00,5.80,1366.00
1400000US36081099200,36081099200,"Census Tract 992, Queens County, New York",30.70,32.60,66.80,56265.00,19.70,1127.00
